area,eccRange,route,emptyCells,medVertPerCell,reportable,experiment,asymmetry,n,equal,equal_lo,equal_hi,equal_p,weighted,weighted_lo,weighted_hi,weighted_p,tau,mean_sigma,weight_ratio
V1,2-10,harmonic,0,326.5,1,dg-da,horiz-vert,8,-0.298476752055347,-0.463946530420081,-0.133006973690613,0.00372198082812672,-0.316449870229845,-0.477791055437646,-0.155108685022045,0.00237545391218763,0.151636081522563,0.127204418894911,1.80484306701748
V1,2-10,harmonic,0,326.5,1,dg-da,card-obl,8,-0.166668503796136,-0.307000227472364,-0.0263367801199081,0.0262058680851278,-0.163313230772193,-0.303122633523817,-0.0235038280205694,0.0280090971278315,0.14787783363431,0.0794230591662518,1.31276816275502
V1,2-10,harmonic,0,326.5,1,dg-da,rad-tang,8,-0.0231217239482602,-0.211634967747296,0.165391519850776,0.78019773206434,-0.0132262004192874,-0.176543827773188,0.150091426934613,0.853571748924658,0.153091298157197,0.165554201685819,5.3546929594899
V1,2-10,harmonic,0,326.5,1,dg-da,polc-polo,8,0.0274751477113855,-0.0756472055479809,0.130597500970752,0.548691100219804,0.0244187017612896,-0.0773579201461304,0.12619532366871,0.588213012453837,0.0970933688753351,0.0760779603983276,1.85563703189977
V2,4-8,harmonic,0,136,1,dg,horiz-vert,8,-0.342537231944498,-0.428119360331401,-0.256955103557595,3.07200509215432e-05,-0.347033773807158,-0.412695182657614,-0.281372364956702,4.838889785308e-06,0.0216595165777451,0.100050765647481,8.589464428654
V2,4-8,harmonic,0,136,1,dg,card-obl,8,-0.167274577977349,-0.271826439039822,-0.0627227169148767,0.00686345896380177,-0.161583432361373,-0.265200977113598,-0.0579658876091478,0.00778278819536715,0.109603414044005,0.0602230965956602,1.56612360214263
V2,4-8,harmonic,0,136,1,dg,rad-tang,8,0.19324292589397,0.121375177189002,0.265110674598938,0.000382232506955663,0.19432022667692,0.122967425684484,0.265673027669355,0.000353681743182177,0.0777227481156033,0.0367286430731505,1.55409381354791
V2,4-8,harmonic,0,136,1,dg,polc-polo,8,0.0724250647094597,0.016306683327804,0.128543446091115,0.0185380347211556,0.0729931891041508,0.0168892236580225,0.129097154550279,0.0179042661436994,0.0625680297494911,0.0243122166621771,1.08744467652698
V2,4-8,harmonic,0,136,1,da,horiz-vert,8,-0.0821358894645978,-0.13209620622848,-0.0321755727007154,0.00599472221156802,-0.08322262188495,-0.131257267959716,-0.0351879758101844,0.0045912603648961,0.0469434912765392,0.0369800522641064,2.27784080012284
V2,4-8,harmonic,0,136,1,da,card-obl,8,-0.00616798598883648,-0.0239084776593629,0.0115725056816899,0.438106504273361,-0.0068101546544198,-0.0288921039931391,0.0152717946842995,0.489519288062511,0,0.0304082126054353,6.19187008093368
V2,4-8,harmonic,0,136,1,da,rad-tang,8,0.148123614431695,0.112304421073367,0.183942807790023,2.47942786605542e-05,0.147585840495555,0.0976593288495038,0.197512352141605,0.000213448914304859,0,0.0815543777559165,15.7858068096164
V2,4-8,harmonic,0,136,1,da,polc-polo,8,0.0261834119939195,-0.0215346607796707,0.0739014847675096,0.235581342478883,0.0106648252504752,-0.0328577677887141,0.0541874182896646,0.580459525400375,0,0.0585961031006574,4.55414409416225
V2,4-8,harmonic,0,136,1,dg-da,horiz-vert,8,-0.260401342479901,-0.368980110621635,-0.151822574338166,0.000757761324758497,-0.261669305407677,-0.363703035089418,-0.159635575725936,0.000508770487036125,0.0740945803068308,0.106666208201582,2.4722344417611
V2,4-8,harmonic,0,136,1,dg-da,card-obl,8,-0.161106591988513,-0.256174343382292,-0.0660388405947334,0.00514251198453011,-0.151551799271416,-0.245307861290235,-0.0577957372525977,0.00652279106929421,0.0915397205403961,0.0674646630275997,1.68096975811152
V2,4-8,harmonic,0,136,1,dg-da,rad-tang,8,0.0451193114622749,-0.0510960084290259,0.141334631353576,0.304124347022616,0.0562771602053656,-0.0352917414255091,0.14784606183624,0.189462035620434,0.0724220781025839,0.0894433326366455,2.89547497639768
V2,4-8,harmonic,0,136,1,dg-da,polc-polo,8,0.0462416527155403,-0.042756968840809,0.13524027427189,0.258918725342941,0.0483543135037396,-0.0398095025839627,0.136518129591442,0.235774200152007,0.0854873294731479,0.063439634122617,1.51963480252316
V2,2-10,harmonic,0,325,1,dg,horiz-vert,8,-0.312922360963324,-0.377164296895684,-0.248680425030963,8.36765552665121e-06,-0.329936070185661,-0.391138695643333,-0.268733444727988,4.23459853027275e-06,0,0.0944087521616456,8.63931741499422
V2,2-10,harmonic,0,325,1,dg,card-obl,8,-0.165841128141078,-0.273165528985482,-0.0585167272966751,0.00813584512192156,-0.159557788375707,-0.266204888752452,-0.0529106879989617,0.00949808037056932,0.115421168307078,0.0561975139086928,1.36156159968966
V2,2-10,harmonic,0,325,1,dg,rad-tang,8,0.194447571573159,0.145986457796828,0.24290868534949,3.02217509561206e-05,0.198342945660735,0.150238509168026,0.246447382153444,2.52781538268021e-05,0.0506391062946319,0.0282096285434356,1.48841521384149
V2,2-10,harmonic,0,325,1,dg,polc-polo,8,0.060390832624376,0.0133788098124828,0.107402855436269,0.0189119823594085,0.06032815284308,0.0133746928578509,0.107281612828309,0.0188951383124547,0.0529414565347887,0.0189568012937354,1.17302799771654
V2,2-10,harmonic,0,325,1,da,horiz-vert,8,-0.0641830432709095,-0.112320254919805,-0.0160458316220142,0.0160882475554511,-0.0684056313807321,-0.116176124145002,-0.0206351386164626,0.0116619492941195,0.0518250773003632,0.0250897889102862,1.4671912372778
V2,2-10,harmonic,0,325,1,da,card-obl,8,-0.0087712368915381,-0.0303050497809491,0.0127625759978729,0.367547804098476,-0.0133433153967252,-0.0332626858830333,0.00657605508958291,0.15721518070384,0.0160593706972528,0.0201381644041411,3.23204720362257
V2,2-10,harmonic,0,325,1,da,rad-tang,8,0.151942611873847,0.109568147838004,0.19431707590969,6.2769894610604e-05,0.147361794752945,0.0948295591605974,0.199894030345292,0.000295083014384856,0,0.0794149223080577,6.92003571367711
V2,2-10,harmonic,0,325,1,da,polc-polo,8,0.0328509016720565,-0.0255617870569079,0.0912635904010208,0.225262878646457,0.0299177127142561,-0.027539332944944,0.0873747583734562,0.257986503558556,0.0491070990802701,0.049702053923025,1.69861192008571
V2,2-10,harmonic,0,325,1,dg-da,horiz-vert,8,-0.248739317692414,-0.345846451573058,-0.15163218381177,0.000512408611661456,-0.253677131661557,-0.34382199356363,-0.163532269759483,0.000289371007232253,0.0628429036504706,0.0976857716982455,2.9808874637599
V2,2-10,harmonic,0,325,1,dg-da,card-obl,8,-0.15706989124954,-0.258159900542417,-0.0559798819566631,0.00792155691624456,-0.149192410793202,-0.249426316105591,-0.0489585054808124,0.00973278850943182,0.10515448444265,0.059696785801967,1.44381809464184
V2,2-10,harmonic,0,325,1,dg-da,rad-tang,8,0.042504959699312,-0.0404126463431864,0.12542256574181,0.264777131926221,0.0481447790924141,-0.0275506372709325,0.123840195455761,0.176296290156166,0.0522915743651849,0.0842764084886954,3.25327847378886
V2,2-10,harmonic,0,325,1,dg-da,polc-polo,8,0.0275399309523195,-0.0624382072312623,0.117518069135901,0.492691318251765,0.0266601249837211,-0.0629908784767784,0.116311128444221,0.504649270540507,0.0935619747984429,0.0531944967027366,1.30542768822882
V3,4-8,harmonic,1,80,1,dg,horiz-vert,8,-0.143250156013882,-0.221951104538425,-0.0645492074893388,0.0035489156957151,-0.131345169036702,-0.198389453217662,-0.0643008848557419,0.00239065880621392,0.0422398338968942,0.0841289003423617,5.81578400722532
V3,4-8,harmonic,1,80,1,dg,card-obl,8,-0.113063181087924,-0.204300349590293,-0.0218260125855545,0.0220149974927846,-0.106294817558344,-0.195829680594506,-0.0167599545221815,0.0262491618073843,0.0951561694122267,0.0534344090822946,1.69831269541536
V3,4-8,harmonic,1,80,1,dg,rad-tang,8,0.0739173578750627,0.0381153933846661,0.109719322365459,0.00178943371862732,0.0764121561110896,0.0428835251588682,0.109940787063311,0.00102044882019992,0.0266254525631982,0.0335410376505135,3.63278059882634
V3,4-8,harmonic,1,80,1,dg,polc-polo,8,0.0270860118473491,-0.0363976315428175,0.0905696552375156,0.346620381682909,0.0261326314935536,-0.0372973119386351,0.0895625749257424,0.362409070129741,0.0712811348954926,0.0261762437111896,1.13114469096122
V3,4-8,harmonic,1,80,1,da,horiz-vert,8,-0.0414492655826743,-0.0850630927849944,0.00216456161964574,0.0594372076765212,-0.0323535306504406,-0.0744017879537295,0.0096947266528482,0.11166144059453,0.0405577957515604,0.0328116037536423,2.25965660939643
V3,4-8,harmonic,1,80,1,da,card-obl,8,0.00191512816729324,-0.0331045210922351,0.0369347774268216,0.900745843134953,-0.00332729931773113,-0.0369942474488883,0.0303396488134261,0.821908689769018,0.0299490947943603,0.0292864616997137,2.5529011405714
