area,experiment,asymmetry,observer,value,gainScale,nVertex,band
V1,dg,card-obl,sub-0255,-0.0742156068658073,0.898720400821578,3605,2-10
V1,dg,rad-tang,sub-0255,0.149188906388168,0.898720400821578,3605,2-10
V1,dg,polc-polo,sub-0255,0.00925473774085146,0.898720400821578,3605,2-10
V1,dg,horiz-vert,sub-wlsubj123,-0.503768734343436,1.09492084360032,2729,2-10
V1,dg,card-obl,sub-wlsubj123,-0.220222149444894,1.09492084360032,2729,2-10
V1,dg,rad-tang,sub-wlsubj123,0.0982805114537484,1.09492084360032,2729,2-10
V1,dg,polc-polo,sub-wlsubj123,0.0563282017674332,1.09492084360032,2729,2-10
V1,dg,horiz-vert,sub-wlsubj124,-0.634477914539261,1.01567904004843,3267,2-10
V1,dg,card-obl,sub-wlsubj124,-0.441288104936637,1.01567904004843,3267,2-10
V1,dg,rad-tang,sub-wlsubj124,0.0488654208170511,1.01567904004843,3267,2-10
V1,dg,polc-polo,sub-wlsubj124,-0.00407553170035524,1.01567904004843,3267,2-10
V1,dg,horiz-vert,sub-0395,-0.694713935205152,0.835362029627401,3811,2-10
V1,dg,card-obl,sub-0395,-0.375522386096135,0.835362029627401,3811,2-10
V1,dg,rad-tang,sub-0395,0.283521918712761,0.835362029627401,3811,2-10
V1,dg,polc-polo,sub-0395,0.0962650865619142,0.835362029627401,3811,2-10
V1,dg,horiz-vert,sub-0426,-0.585641152413181,1.28089962447059,2111,2-10
V1,dg,card-obl,sub-0426,0.0231564131617827,1.28089962447059,2111,2-10
V1,dg,rad-tang,sub-0426,0.0811053601463313,1.28089962447059,2111,2-10
V1,dg,polc-polo,sub-0426,0.0307672000402543,1.28089962447059,2111,2-10
V1,dg,horiz-vert,sub-0250,-0.446215531879104,0.774146438157418,2877,2-10
V1,dg,card-obl,sub-0250,-0.350714049794577,0.774146438157418,2877,2-10
V1,dg,rad-tang,sub-0250,0.110660720588123,0.774146438157418,2877,2-10
V1,dg,polc-polo,sub-0250,0.0948887610482689,0.774146438157418,2877,2-10
V1,da,horiz-vert,sub-0037,-0.0177889604800473,1.08318045240413,3482,2-10
V1,da,card-obl,sub-0037,0.0280266464688926,1.08318045240413,3482,2-10
V1,da,rad-tang,sub-0037,0.267339432222657,1.08318045240413,3482,2-10
V1,da,polc-polo,sub-0037,0.154064426085716,1.08318045240413,3482,2-10
V1,da,horiz-vert,sub-0201,-0.176218706797156,1.11512209990936,2459,2-10
V1,da,card-obl,sub-0201,-0.00176573639652146,1.11512209990936,2459,2-10
V1,da,rad-tang,sub-0201,0.149365540089302,1.11512209990936,2459,2-10
V1,da,polc-polo,sub-0201,0.186556815317489,1.11512209990936,2459,2-10
V1,da,horiz-vert,sub-0255,-0.274645367618668,0.898720400821578,3605,2-10
V1,da,card-obl,sub-0255,-5.89144647875862e-05,0.898720400821578,3605,2-10
V1,da,rad-tang,sub-0255,0.207236686383256,0.898720400821578,3605,2-10
V1,da,polc-polo,sub-0255,0.0439285111507173,0.898720400821578,3605,2-10
V1,da,horiz-vert,sub-wlsubj123,-0.130283813362225,1.09492084360032,2729,2-10
V1,da,card-obl,sub-wlsubj123,-0.056215995992289,1.09492084360032,2729,2-10
V1,da,rad-tang,sub-wlsubj123,0.330620428027011,1.09492084360032,2729,2-10
V1,da,polc-polo,sub-wlsubj123,-0.0350028818885756,1.09492084360032,2729,2-10
V1,da,horiz-vert,sub-wlsubj124,-0.0610525835999281,1.01567904004843,3267,2-10
V1,da,card-obl,sub-wlsubj124,-0.0225198984975543,1.01567904004843,3267,2-10
V1,da,rad-tang,sub-wlsubj124,0.0799516242757384,1.01567904004843,3267,2-10
V1,da,polc-polo,sub-wlsubj124,-0.0281360481963173,1.01567904004843,3267,2-10
V1,da,horiz-vert,sub-0395,-0.24630378516861,0.835362029627401,3811,2-10
V1,da,card-obl,sub-0395,-0.0356109726775673,0.835362029627401,3811,2-10
V1,da,rad-tang,sub-0395,-0.240215607554073,0.835362029627401,3811,2-10
V1,da,polc-polo,sub-0395,-0.15317910431639,0.835362029627401,3811,2-10
V1,da,horiz-vert,sub-0426,-0.497700856019426,1.28089962447059,2111,2-10
V1,da,card-obl,sub-0426,-0.0493946476812942,1.28089962447059,2111,2-10
V1,da,rad-tang,sub-0426,0.0801598550999145,1.28089962447059,2111,2-10
V1,da,polc-polo,sub-0426,0.0520492429235445,1.28089962447059,2111,2-10
V1,da,horiz-vert,sub-0250,-0.159178297188672,0.774146438157418,2877,2-10
V1,da,card-obl,sub-0250,-0.103295981209564,0.774146438157418,2877,2-10
V1,da,rad-tang,sub-0250,0.204758919078994,0.774146438157418,2877,2-10
V1,da,polc-polo,sub-0250,0.124946361209971,0.774146438157418,2877,2-10
V2,dg,horiz-vert,sub-0037,-0.530743671044692,1.04435736717895,1185,4-8
V2,dg,card-obl,sub-0037,-0.182441322854992,1.04435736717895,1185,4-8
V2,dg,rad-tang,sub-0037,0.266290000170003,1.04435736717895,1185,4-8
V2,dg,polc-polo,sub-0037,0.0621713266171913,1.04435736717895,1185,4-8
V2,dg,horiz-vert,sub-0201,-0.263369422304178,1.2674767647397,1077,4-8
V2,dg,card-obl,sub-0201,-0.0283272551920485,1.2674767647397,1077,4-8
V2,dg,rad-tang,sub-0201,0.109151257115965,1.2674767647397,1077,4-8
V2,dg,polc-polo,sub-0201,-0.00447603577594964,1.2674767647397,1077,4-8
V2,dg,horiz-vert,sub-0255,-0.233753535340094,0.755391770351243,1264,4-8
V2,dg,card-obl,sub-0255,-0.0591726377034605,0.755391770351243,1264,4-8
V2,dg,rad-tang,sub-0255,0.128873910301617,0.755391770351243,1264,4-8
V2,dg,polc-polo,sub-0255,0.0211432484637163,0.755391770351243,1264,4-8
V2,dg,horiz-vert,sub-wlsubj123,-0.299006362985561,1.15482449952193,839,4-8
V2,dg,card-obl,sub-wlsubj123,-0.11820830521357,1.15482449952193,839,4-8
V2,dg,rad-tang,sub-wlsubj123,0.117383359442797,1.15482449952193,839,4-8
V2,dg,polc-polo,sub-wlsubj123,0.0325430512779804,1.15482449952193,839,4-8
V2,dg,horiz-vert,sub-wlsubj124,-0.242658112307577,1.00514695883019,1517,4-8
V2,dg,card-obl,sub-wlsubj124,-0.303813226129029,1.00514695883019,1517,4-8
V2,dg,rad-tang,sub-wlsubj124,0.123171688757852,1.00514695883019,1517,4-8
V2,dg,polc-polo,sub-wlsubj124,0.0234269400070582,1.00514695883019,1517,4-8
V2,dg,horiz-vert,sub-0395,-0.426640955463156,0.911196943339646,1137,4-8
V2,dg,card-obl,sub-0395,-0.358633501210952,0.911196943339646,1137,4-8
V2,dg,rad-tang,sub-0395,0.239248027502559,0.911196943339646,1137,4-8
V2,dg,polc-polo,sub-0395,0.0781216061687885,0.911196943339646,1137,4-8
V2,dg,horiz-vert,sub-0426,-0.457391609128889,1.28512251045625,833,4-8
V2,dg,card-obl,sub-0426,-0.0709126883314223,1.28512251045625,833,4-8
V2,dg,rad-tang,sub-0426,0.130504315156993,1.28512251045625,833,4-8
V2,dg,polc-polo,sub-0426,0.0449904336908086,1.28512251045625,833,4-8
V2,dg,horiz-vert,sub-0250,-0.311444539364662,0.735760168089756,1213,4-8
V2,dg,card-obl,sub-0250,-0.267887547784358,0.735760168089756,1213,4-8
V2,dg,rad-tang,sub-0250,0.25892720977809,0.735760168089756,1213,4-8
V2,dg,polc-polo,sub-0250,0.0426416378485601,0.735760168089756,1213,4-8
V2,da,horiz-vert,sub-0037,-0.0174505120047606,1.04435736717895,1185,4-8
V2,da,card-obl,sub-0037,0.0219923274332595,1.04435736717895,1185,4-8
V2,da,rad-tang,sub-0037,0.0757642920109392,1.04435736717895,1185,4-8
V2,da,polc-polo,sub-0037,0.0462129150008774,1.04435736717895,1185,4-8
V2,da,horiz-vert,sub-0201,-0.169849952328376,1.2674767647397,1077,4-8
V2,da,card-obl,sub-0201,0.0178344706109494,1.2674767647397,1077,4-8
V2,da,rad-tang,sub-0201,0.180877797490039,1.2674767647397,1077,4-8
V2,da,polc-polo,sub-0201,0.140317247301081,1.2674767647397,1077,4-8
V2,da,horiz-vert,sub-0255,-0.0350683518941794,0.755391770351243,1264,4-8
V2,da,card-obl,sub-0255,-0.0202119192577651,0.755391770351243,1264,4-8
V2,da,rad-tang,sub-0255,0.147435068269233,0.755391770351243,1264,4-8
V2,da,polc-polo,sub-0255,0.0228350001778732,0.755391770351243,1264,4-8
V2,da,horiz-vert,sub-wlsubj123,-0.143635970847348,1.15482449952193,839,4-8
V2,da,card-obl,sub-wlsubj123,0.0423602641642904,1.15482449952193,839,4-8
V2,da,rad-tang,sub-wlsubj123,0.15633821007959,1.15482449952193,839,4-8
V2,da,polc-polo,sub-wlsubj123,0.043595895276612,1.15482449952193,839,4-8
V2,da,horiz-vert,sub-wlsubj124,-0.0111924461980988,1.00514695883019,1517,4-8
V2,da,card-obl,sub-wlsubj124,-0.0125499764943172,1.00514695883019,1517,4-8
V2,da,rad-tang,sub-wlsubj124,0.0985922501441946,1.00514695883019,1517,4-8
V2,da,polc-polo,sub-wlsubj124,-0.0348636595267186,1.00514695883019,1517,4-8
V2,da,horiz-vert,sub-0395,-0.0789275557766299,0.911196943339646,1137,4-8
V2,da,card-obl,sub-0395,-0.0304408693901488,0.911196943339646,1137,4-8
V2,da,rad-tang,sub-0395,0.16531766096085,0.911196943339646,1137,4-8
V2,da,polc-polo,sub-0395,-0.0243818080478717,0.911196943339646,1137,4-8
V2,da,horiz-vert,sub-0426,-0.125971810966831,1.28512251045625,833,4-8
V2,da,card-obl,sub-0426,0.000674237051493443,1.28512251045625,833,4-8
V2,da,rad-tang,sub-0426,0.225753450790202,1.28512251045625,833,4-8
V2,da,polc-polo,sub-0426,0.0927749126538934,1.28512251045625,833,4-8
V2,da,horiz-vert,sub-0250,-0.130654002576533,0.735760168089756,1213,4-8
V2,da,card-obl,sub-0250,-0.0203998456189629,0.735760168089756,1213,4-8
V2,da,rad-tang,sub-0250,0.175784949827122,0.735760168089756,1213,4-8
V2,da,polc-polo,sub-0250,0.00735916569544046,0.735760168089756,1213,4-8
V2,dg,horiz-vert,sub-0037,-0.365830526384006,1.06373103386574,2598,2-10
V2,dg,card-obl,sub-0037,-0.193663327291084,1.06373103386574,2598,2-10
V2,dg,rad-tang,sub-0037,0.244925779752063,1.06373103386574,2598,2-10
V2,dg,polc-polo,sub-0037,0.0641138292665661,1.06373103386574,2598,2-10
V2,dg,horiz-vert,sub-0201,-0.217252038114167,1.20003296745927,2619,2-10
V2,dg,card-obl,sub-0201,-0.0358012335904614,1.20003296745927,2619,2-10
V2,dg,rad-tang,sub-0201,0.0960509703266661,1.20003296745927,2619,2-10
V2,dg,polc-polo,sub-0201,-0.00856089663887085,1.20003296745927,2619,2-10
V2,dg,horiz-vert,sub-0255,-0.27568035893256,0.805355984531957,3099,2-10
V2,dg,card-obl,sub-0255,-0.0707185948817812,0.805355984531957,3099,2-10
V2,dg,rad-tang,sub-0255,0.176541995157708,0.805355984531957,3099,2-10
V2,dg,polc-polo,sub-0255,0.0263336326188246,0.805355984531957,3099,2-10
V2,dg,horiz-vert,sub-wlsubj123,-0.221947335951775,1.18183008979348,2167,2-10
V2,dg,card-obl,sub-wlsubj123,-0.108695573094648,1.18183008979348,2167,2-10
V2,dg,rad-tang,sub-wlsubj123,0.174563584380749,1.18183008979348,2167,2-10
V2,dg,polc-polo,sub-wlsubj123,0.0142971155395966,1.18183008979348,2167,2-10
V2,dg,horiz-vert,sub-wlsubj124,-0.304114362531823,0.973332603076393,3146,2-10
V2,dg,card-obl,sub-wlsubj124,-0.349574587316531,0.973332603076393,3146,2-10
V2,dg,rad-tang,sub-wlsubj124,0.174414969969256,0.973332603076393,3146,2-10
V2,dg,polc-polo,sub-wlsubj124,0.0279440366984528,0.973332603076393,3146,2-10
V2,dg,horiz-vert,sub-0395,-0.463693974322432,0.868984176109245,3161,2-10
V2,dg,card-obl,sub-0395,-0.339547873327428,0.868984176109245,3161,2-10
V2,dg,rad-tang,sub-0395,0.242885069726052,0.868984176109245,3161,2-10
V2,dg,polc-polo,sub-0395,0.0817155317014076,0.868984176109245,3161,2-10
V2,dg,horiz-vert,sub-0426,-0.399494398937257,1.30611887525737,1722,2-10
V2,dg,card-obl,sub-0426,-0.0135906132990119,1.30611887525737,1722,2-10
V2,dg,rad-tang,sub-0426,0.149915124428272,1.30611887525737,1722,2-10
V2,dg,polc-polo,sub-0426,0.0173926515116283,1.30611887525737,1722,2-10
V2,dg,horiz-vert,sub-0250,-0.278163558218023,0.745034210218667,2861,2-10
V2,dg,card-obl,sub-0250,-0.24107040265697,0.745034210218667,2861,2-10
V2,dg,rad-tang,sub-0250,0.202567058214826,0.745034210218667,2861,2-10
V2,dg,polc-polo,sub-0250,0.0428713552787343,0.745034210218667,2861,2-10
V2,da,horiz-vert,sub-0037,0.0200303922651293,1.06373103386574,2598,2-10
V2,da,card-obl,sub-0037,0.0130076334404958,1.06373103386574,2598,2-10
V2,da,rad-tang,sub-0037,0.0658352228517155,1.06373103386574,2598,2-10
V2,da,polc-polo,sub-0037,0.099794603177031,1.06373103386574,2598,2-10
V2,da,horiz-vert,sub-0201,-0.140908377308338,1.20003296745927,2619,2-10
V2,da,card-obl,sub-0201,0.0171057843822394,1.20003296745927,2619,2-10
V2,da,rad-tang,sub-0201,0.161952695159833,1.20003296745927,2619,2-10
V2,da,polc-polo,sub-0201,0.117759706056988,1.20003296745927,2619,2-10
V2,da,horiz-vert,sub-0255,-0.0822780725361874,0.805355984531957,3099,2-10
V2,da,card-obl,sub-0255,-0.02372149912177,0.805355984531957,3099,2-10
V2,da,rad-tang,sub-0255,0.192409754785564,0.805355984531957,3099,2-10
V2,da,polc-polo,sub-0255,0.0215944069270575,0.805355984531957,3099,2-10
V2,da,horiz-vert,sub-wlsubj123,-0.0855452995254702,1.18183008979348,2167,2-10
V2,da,card-obl,sub-wlsubj123,-0.0055556547315893,1.18183008979348,2167,2-10
V2,da,rad-tang,sub-wlsubj123,0.141092309232175,1.18183008979348,2167,2-10
V2,da,polc-polo,sub-wlsubj123,-0.03004698519536,1.18183008979348,2167,2-10
V2,da,horiz-vert,sub-wlsubj124,0.00670888126557997,0.973332603076393,3146,2-10
V2,da,card-obl,sub-wlsubj124,-0.00688150662145992,0.973332603076393,3146,2-10
V2,da,rad-tang,sub-wlsubj124,0.106391179364388,0.973332603076393,3146,2-10
V2,da,polc-polo,sub-wlsubj124,-0.0127902680777449,0.973332603076393,3146,2-10
V2,da,horiz-vert,sub-0395,-0.0789778876541889,0.868984176109245,3161,2-10
V2,da,card-obl,sub-0395,-0.0175240719238115,0.868984176109245,3161,2-10
V2,da,rad-tang,sub-0395,0.162603451505384,0.868984176109245,3161,2-10
V2,da,polc-polo,sub-0395,-0.0719492007360615,0.868984176109245,3161,2-10
V2,da,horiz-vert,sub-0426,-0.0660471782266926,1.30611887525737,1722,2-10
V2,da,card-obl,sub-0426,-0.0276849100554906,1.30611887525737,1722,2-10
V2,da,rad-tang,sub-0426,0.244012622790104,1.30611887525737,1722,2-10
V2,da,polc-polo,sub-0426,0.102863616800718,1.30611887525737,1722,2-10
V2,da,horiz-vert,sub-0250,-0.124319706169702,0.745034210218667,2861,2-10
V2,da,card-obl,sub-0250,-0.0291594625166544,0.745034210218667,2861,2-10
V2,da,rad-tang,sub-0250,0.150447895276411,0.745034210218667,2861,2-10
V2,da,polc-polo,sub-0250,0.0343287877486776,0.745034210218667,2861,2-10
V3,dg,horiz-vert,sub-0037,-0.106114708750116,1.06066704564993,675,4-8
V3,dg,card-obl,sub-0037,-0.125051627827119,1.06066704564993,675,4-8
V3,dg,rad-tang,sub-0037,0.119677474116663,1.06066704564993,675,4-8
V3,dg,polc-polo,sub-0037,0.0154528122206825,1.06066704564993,675,4-8
V3,dg,horiz-vert,sub-0201,-0.0174121090750477,1.14219142298989,771,4-8
V3,dg,card-obl,sub-0201,0.010192812097656,1.14219142298989,771,4-8
V3,dg,rad-tang,sub-0201,-0.000304827890268318,1.14219142298989,771,4-8
V3,dg,polc-polo,sub-0201,0.000759564399017119,1.14219142298989,771,4-8
V3,dg,horiz-vert,sub-0255,-0.0180920473244832,0.870762707920565,722,4-8
V3,dg,card-obl,sub-0255,-0.0574720087941616,0.870762707920565,722,4-8
V3,dg,rad-tang,sub-0255,0.0736632952947718,0.870762707920565,722,4-8
V3,dg,polc-polo,sub-0255,0.000741591741049506,0.870762707920565,722,4-8
V3,dg,horiz-vert,sub-wlsubj123,-0.113123801675492,1.37767727087817,690,4-8
V3,dg,card-obl,sub-wlsubj123,-0.0510961745767814,1.37767727087817,690,4-8
V3,dg,rad-tang,sub-wlsubj123,0.057385744905023,1.37767727087817,690,4-8
V3,dg,polc-polo,sub-wlsubj123,-0.0294751308719473,1.37767727087817,690,4-8
V3,dg,horiz-vert,sub-wlsubj124,-0.200419608460667,0.902348434072476,575,4-8
V3,dg,card-obl,sub-wlsubj124,-0.17746908926588,0.902348434072476,575,4-8
V3,dg,rad-tang,sub-wlsubj124,0.0806146711062454,0.902348434072476,575,4-8
V3,dg,polc-polo,sub-wlsubj124,-0.0348013240917137,0.902348434072476,575,4-8
V3,dg,horiz-vert,sub-0395,-0.254540993431704,0.85085500984731,801,4-8
V3,dg,card-obl,sub-0395,-0.309224681043325,0.85085500984731,801,4-8
V3,dg,rad-tang,sub-0395,0.0804346002699479,0.85085500984731,801,4-8
V3,dg,polc-polo,sub-0395,0.0711637413966169,0.85085500984731,801,4-8
V3,dg,horiz-vert,sub-0426,-0.230889987909144,1.16800299790584,414,4-8
V3,dg,card-obl,sub-0426,-0.0175004820159037,1.16800299790584,414,4-8
V3,dg,rad-tang,sub-0426,0.0510553246823123,1.16800299790584,414,4-8
V3,dg,polc-polo,sub-0426,-0.00180106197355394,1.16800299790584,414,4-8
V3,dg,horiz-vert,sub-0250,-0.206543056230533,0.767292455774715,512,4-8
V3,dg,card-obl,sub-0250,-0.185331035520273,0.767292455774715,512,4-8
V3,dg,rad-tang,sub-0250,0.0709901783029278,0.767292455774715,512,4-8
V3,dg,polc-polo,sub-0250,0.0997657445233628,0.767292455774715,512,4-8
V3,da,horiz-vert,sub-0037,-0.00660934136113767,1.06066704564993,675,4-8
V3,da,card-obl,sub-0037,-0.00988212685789568,1.06066704564993,675,4-8
V3,da,rad-tang,sub-0037,0.125084523372634,1.06066704564993,675,4-8
V3,da,polc-polo,sub-0037,0.0227377683193121,1.06066704564993,675,4-8
V3,da,horiz-vert,sub-0201,-0.105322915752365,1.14219142298989,771,4-8
V3,da,card-obl,sub-0201,-0.0171021152900346,1.14219142298989,771,4-8
V3,da,rad-tang,sub-0201,0.186827983644313,1.14219142298989,771,4-8
V3,da,polc-polo,sub-0201,0.051501866619828,1.14219142298989,771,4-8
V3,da,horiz-vert,sub-0255,0.0106842116243227,0.870762707920565,722,4-8
V3,da,card-obl,sub-0255,-0.0118177821173675,0.870762707920565,722,4-8
V3,da,rad-tang,sub-0255,0.131971865582927,0.870762707920565,722,4-8
V3,da,polc-polo,sub-0255,0.0615168514100022,0.870762707920565,722,4-8
V3,da,horiz-vert,sub-wlsubj123,-0.062955010037391,1.37767727087817,690,4-8
V3,da,card-obl,sub-wlsubj123,-0.00203970490836749,1.37767727087817,690,4-8
V3,da,rad-tang,sub-wlsubj123,0.139968624699021,1.37767727087817,690,4-8
V3,da,polc-polo,sub-wlsubj123,-0.0563374553381898,1.37767727087817,690,4-8
V3,da,horiz-vert,sub-wlsubj124,-0.00537747678225436,0.902348434072476,575,4-8
V3,da,card-obl,sub-wlsubj124,-0.0210649162481938,0.902348434072476,575,4-8
V3,da,rad-tang,sub-wlsubj124,0.121239593196011,0.902348434072476,575,4-8
V3,da,polc-polo,sub-wlsubj124,-0.0528442402463066,0.902348434072476,575,4-8
V3,da,horiz-vert,sub-0395,-0.032092401981316,0.85085500984731,801,4-8
V3,da,card-obl,sub-0395,0.0219474421904833,0.85085500984731,801,4-8
V3,da,rad-tang,sub-0395,0.142261462164329,0.85085500984731,801,4-8
V3,da,polc-polo,sub-0395,-0.0585524072692336,0.85085500984731,801,4-8
V3,da,horiz-vert,sub-0426,-0.0319561793607586,1.16800299790584,414,4-8
V3,da,card-obl,sub-0426,0.0309872113709244,1.16800299790584,414,4-8
V3,da,rad-tang,sub-0426,0.10344543735988,1.16800299790584,414,4-8
V3,da,polc-polo,sub-0426,0.0415471985759159,1.16800299790584,414,4-8
V3,da,horiz-vert,sub-0250,-0.04460552288103,0.767292455774715,512,4-8
V3,da,card-obl,sub-0250,-0.0365396779486239,0.767292455774715,512,4-8
V3,da,rad-tang,sub-0250,0.131491225733946,0.767292455774715,512,4-8
V3,da,polc-polo,sub-0250,-0.0592759789248922,0.767292455774715,512,4-8
V3,dg,horiz-vert,sub-0037,-0.117323932816915,1.08598485781409,1900,2-10
V3,dg,card-obl,sub-0037,-0.16284560608328,1.08598485781409,1900,2-10
V3,dg,rad-tang,sub-0037,0.124160091126551,1.08598485781409,1900,2-10
V3,dg,polc-polo,sub-0037,0.02270682440794,1.08598485781409,1900,2-10
V3,dg,horiz-vert,sub-0201,-0.0399292720306918,1.11230697403495,1685,2-10
V3,dg,card-obl,sub-0201,0.0035110388134717,1.11230697403495,1685,2-10
V3,dg,rad-tang,sub-0201,0.00551909399602674,1.11230697403495,1685,2-10
V3,dg,polc-polo,sub-0201,0.00332317139849239,1.11230697403495,1685,2-10
V3,dg,horiz-vert,sub-0255,-0.0477445793615041,0.906468603723567,1723,2-10
