area,experiment,asymmetry,variant,route,weighting,n,mean,t_lo,t_hi,t_p,boot_lo,boot_hi,eq_mean,eq_lo,eq_hi,eq_p,pw_mean,pw_lo,pw_hi,pw_p,tau,mean_sigma,weight_ratio,obs_agree,ci_methods_disagree,band,reportable
V1,dg,horiz-vert,roipw,roi,precision,7,-0.509412404133113,-0.648333966079314,-0.370490842186912,0.000107096403654735,-0.629645229355543,-0.40394093622956,-0.520498409959864,-0.670696149471777,-0.37030067044795,0.000147094736781552,-0.509412404133113,-0.648333966079314,-0.370490842186912,0.000107096403654735,0.0885913429802985,0.136111402105865,3.4553645351569,7,0,4-8,1
V1,dg,card-obl,roipw,roi,precision,7,-0.181395035418674,-0.319765168262816,-0.0430249025745325,0.0184190348455343,-0.295477405606467,-0.0911933365370375,-0.192635480644993,-0.332144483215503,-0.0531264780744829,0.0148812693610259,-0.181395035418674,-0.319765168262816,-0.0430249025745325,0.0184190348455343,0.129065325828364,0.0780805117433005,1.4210801131872,6,0,4-8,1
V1,dg,rad-tang,roipw,roi,precision,7,0.091407054759734,0.0441562433031347,0.138657866216333,0.00321266832201284,0.0451051402880244,0.118566769742393,0.0805237424997802,0.0295951031327028,0.131452381866858,0.00827704876110602,0.091407054759734,0.0441562433031347,0.138657866216333,0.00321266832201284,0.0368961979627256,0.0408786490111284,3.26451987418046,7,0,4-8,1
V1,dg,polc-polo,roipw,roi,precision,7,0.031459520214818,0.013937760337844,0.048981280091792,0.00460145286975104,0.0102868089725607,0.0394948858717708,0.0248584714815337,0.00506777176830325,0.0446491711947641,0.0218442726521579,0.031459520214818,0.013937760337844,0.048981280091792,0.00460145286975104,0.0112316602689127,0.0182143779235634,3.55910477449567,5,0,4-8,1
V1,da,horiz-vert,roipw,roi,precision,7,-0.194484739494774,-0.362831161192356,-0.0261383177971919,0.030082747098714,-0.329812032915656,-0.0840492376418928,-0.199491093570127,-0.368138582003015,-0.0308436051372393,0.0275341216122087,-0.194484739494774,-0.362831161192356,-0.0261383177971919,0.030082747098714,0.176044963628415,0.0475439712868325,1.19085202377345,6,0,4-8,1
V1,da,card-obl,roipw,roi,precision,7,-0.0312388335774588,-0.0740587920871894,0.0115811249322719,0.124491519316178,-0.0620667116951499,0.00255916712943271,-0.0280439516864719,-0.0715015945719566,0.0154136911990129,0.165407186002566,-0.0312388335774588,-0.0740587920871894,0.0115811249322719,0.124491519316178,0.0419821468725021,0.0211062117245601,1.66774724027974,5,0,4-8,1
V1,da,rad-tang,roipw,roi,precision,7,0.212310159477554,0.11751866946781,0.307101649487299,0.00154270000230384,0.123762931755564,0.262344723824044,0.194981911121993,0.099474092133221,0.290489730110766,0.00246350532257645,0.212310159477554,0.11751866946781,0.307101649487299,0.00154270000230384,0,0.15505531296875,17.0100691519156,7,0,4-8,1
V1,da,polc-polo,roipw,roi,precision,7,0.0558423709321235,-0.0214121447835288,0.133096886647776,0.127349939783645,0.00312350402011906,0.124433696800255,0.0595795272147842,-0.024490101057122,0.14364915548669,0.133594082420963,0.0558423709321235,-0.0214121447835288,0.133096886647776,0.127349939783645,0.0564032781204313,0.0712860872046597,4.09819079035623,4,1,4-8,1
V1,dg,horiz-vert,roipw,roi,precision,7,-0.474378244455758,-0.571768843509166,-0.37698764540235,2.11232296521886e-05,-0.543892719381498,-0.370363062242954,-0.465126455307169,-0.58214848702107,-0.348104423593268,6.78588155267475e-05,-0.474378244455758,-0.571768843509166,-0.37698764540235,2.11232296521886e-05,0.0220445863494707,0.124596278440724,6.78170036733623,7,0,2-10,1
V1,dg,card-obl,roipw,roi,precision,7,-0.178619861197929,-0.324461735423454,-0.0327779869724032,0.024105833415268,-0.299443567238093,-0.0814522369396656,-0.18651743454407,-0.333032054152694,-0.0400028149354449,0.020716658053882,-0.178619861197929,-0.324461735423454,-0.0327779869724032,0.024105833415268,0.140893296433924,0.0724304214641832,1.33605956117088,6,0,2-10,1
V1,dg,rad-tang,roipw,roi,precision,7,0.0942958524501967,0.0646468544223247,0.123944850478069,0.000237070204398657,0.067788568572301,0.115001528869819,0.091052257186227,0.0582903201805375,0.123814194191917,0.000495204612173691,0.0942958524501967,0.0646468544223247,0.123944850478069,0.000237070204398657,0.0190810198689939,0.0298461031140937,3.16585790526277,7,0,2-10,1
V1,dg,polc-polo,roipw,roi,precision,7,0.0351552317783916,0.00533652024664213,0.064973943310141,0.0278813934549543,0.0139916728356849,0.0588513719314898,0.0352269692058085,0.00485023224231618,0.0656037061693008,0.0296599124547866,0.0351552317783916,0.00533652024664213,0.064973943310141,0.0278813934549543,0.0279704741166485,0.0172179926614873,1.74119327438933,6,0,2-10,1
V1,da,horiz-vert,roipw,roi,precision,7,-0.184133638629508,-0.32793531299168,-0.0403319642673355,0.020242189830668,-0.29730398163646,-0.0872064619345092,-0.183351152694229,-0.327200815716613,-0.0395014896718459,0.020615335144184,-0.184133638629508,-0.32793531299168,-0.0403319642673355,0.020242189830668,0.151358520627172,0.03581906924905,1.08746920921852,7,0,2-10,1
V1,da,card-obl,roipw,roi,precision,7,-0.0278489764756701,-0.0673340188524522,0.0116360659011121,0.135133706932377,-0.0584191100248364,-0.000530755671361159,-0.0285739626224288,-0.0681204686289492,0.0109725433840917,0.127477458482942,-0.0278489764756701,-0.0673340188524522,0.0116360659011121,0.135133706932377,0.0405456606015404,0.0135822097086526,1.1612168839403,6,1,2-10,1
V1,da,rad-tang,roipw,roi,precision,7,0.194538507704304,0.100745652915006,0.288331362493601,0.00227625766706099,0.122774316978911,0.24506468959826,0.183708131398126,0.099728661978413,0.267687600817839,0.00174012560295914,0.194538507704304,0.100745652915006,0.288331362493601,0.00227625766706099,0,0.157734205272051,19.8930502126832,7,0,2-10,1
V1,da,polc-polo,roipw,roi,precision,7,0.0671923305207883,-0.00736968627589721,0.141754347317474,0.0696152968737615,0.0122217647858785,0.128313224278344,0.0693944664366034,-0.00894413333507915,0.147733066208286,0.073310163775014,0.0671923305207883,-0.00736968627589721,0.141754347317474,0.0696152968737615,0.051184215997891,0.0674909543399099,2.98350001313448,5,1,2-10,1
V2,dg,horiz-vert,roipw,roi,precision,7,-0.315348596904965,-0.412609142951306,-0.218088050858624,0.000213083278630757,-0.412123049481822,-0.259258693229758,-0.329643868683966,-0.434397730741894,-0.224890006626039,0.000251371271430713,-0.315348596904965,-0.412609142951306,-0.218088050858624,0.000213083278630757,0.0493003177922214,0.101974187269839,2.73753292253452,7,0,4-8,1
V2,dg,card-obl,roipw,roi,precision,7,-0.132112988620919,-0.227525639252757,-0.0367003379890813,0.0147098213949628,-0.221549711838941,-0.0753948337020564,-0.145308525477111,-0.243089555705129,-0.0475274952490941,0.0108834190337613,-0.132112988620919,-0.227525639252757,-0.0367003379890813,0.0147098213949628,0.0845478381285078,0.0634809456092511,1.98711905267144,7,0,4-8,1
V2,dg,rad-tang,roipw,roi,precision,7,0.15942937137088,0.0977914260208586,0.221067316720902,0.000727564106750508,0.118378992525539,0.204082037668848,0.159904571735309,0.0968378241011592,0.222971319369459,0.000808688814931606,0.15942937137088,0.0977914260208586,0.221067316720902,0.000727564106750508,0.0580276426682416,0.035817486656716,1.96231041829054,7,0,4-8,1
V2,dg,polc-polo,roipw,roi,precision,7,0.0302346828118068,0.0111909233926622,0.0492784422309513,0.0081252416550128,0.0164570983573008,0.0452167150086672,0.0313578547427414,0.011947274642725,0.0507684348427578,0.00751181127208816,0.0302346828118068,0.0111909233926622,0.0492784422309513,0.0081252416550128,0.0123138220083711,0.0169959462426146,1.76150074782202,6,0,4-8,1
V2,da,horiz-vert,roipw,roi,precision,7,-0.0919157493014098,-0.151346921497204,-0.0324845771056161,0.00913340266112873,-0.132325763702897,-0.0452216753275921,-0.0893511833918835,-0.150219349636146,-0.0284830171476208,0.011477164947415,-0.0919157493014098,-0.151346921497204,-0.0324845771056161,0.00913340266112873,0.0554638455008443,0.0354301684607401,1.84655418160371,7,0,4-8,1
V2,da,card-obl,roipw,roi,precision,7,-0.00319383095209208,-0.0216304028996175,0.0152427409954334,0.686424436397915,-0.011367846107098,0.0208480573634237,0.00418680049096265,-0.0177062505482202,0.0260798515301455,0.656338767451213,-0.00319383095209208,-0.0216304028996175,0.0152427409954334,0.686424436397915,0.0109205148724104,0.0210026471014444,7.94906127418632,3,0,4-8,1
