area,experiment,asymmetry,variant,route,weighting,n,mean,t_lo,t_hi,t_p,boot_lo,boot_hi,eq_mean,eq_lo,eq_hi,eq_p,pw_mean,pw_lo,pw_hi,pw_p,tau,mean_sigma,weight_ratio,obs_agree,ci_methods_disagree,band,reportable
V3a,dg-da,polc-polo,spec,harmonic,equal,7,0.0406074747390011,0.00399986130041081,0.0772150881775913,0.0349074863226803,0.0138545051232692,0.0677518690855501,0.0406074747390011,0.00399986130041081,0.0772150881775913,0.0349074863226803,0.0265574118323234,-0.0256606745607349,0.0787754982253816,0.259734112296193,0,0.0644735050863079,5.78379680068194,6,0,2-10,1
V3b,dg-da,horiz-vert,spec,harmonic,equal,7,-0.0213441183820352,-0.18040302807882,0.137714791314749,0.753802732834356,-0.152358955664171,0.0827626227256013,-0.0213441183820352,-0.18040302807882,0.137714791314749,0.753802732834356,0.0239214960034877,-0.110028198181967,0.157871190188943,0.677411870450388,0.11470130163161,0.128149117708836,6.59222696345515,3,0,4-8,0
V3b,dg-da,card-obl,spec,harmonic,equal,7,-0.0169736757275996,-0.131165008394405,0.0972176569392059,0.728543114794546,-0.102056461823763,0.0679569981345218,-0.0169736757275996,-0.131165008394405,0.0972176569392059,0.728543114794546,-0.0135876201946421,-0.12114848978327,0.0939732493939862,0.767693302087975,0.0919865942996429,0.0823618545346254,3.0974156130373,3,0,4-8,0
V3b,dg-da,rad-tang,spec,harmonic,equal,7,-0.125313991418763,-0.260763451025959,0.0101354681884332,0.0642109271853217,-0.237526278592545,-0.0436411522625274,-0.125313991418763,-0.260763451025959,0.0101354681884332,0.0642109271853217,-0.101472187794728,-0.162416276743181,-0.0405280988462745,0.00654533613508864,0.0107275980928772,0.146062856239557,87.9284296493955,7,1,4-8,0
V3b,dg-da,polc-polo,spec,harmonic,equal,7,-0.0187305993193696,-0.0772615927049575,0.0398003940662183,0.463380531015642,-0.06113129172287,0.0236700930841308,-0.0187305993193696,-0.0772615927049575,0.0398003940662183,0.463380531015642,-0.0271660277291476,-0.0597898902628671,0.00545783480457196,0.087741105966086,0,0.0984035779269338,170.249509558711,4,0,4-8,0
V3b,dg-da,horiz-vert,spec,harmonic,equal,7,0.002703354804087,-0.122800094383875,0.128206803992049,0.959676627227589,-0.0862330633141552,0.0995342762105786,0.002703354804087,-0.122800094383875,0.128206803992049,0.959676627227589,0.0178284059711776,-0.102266053604458,0.137922865546813,0.72887152249644,0.104190376933329,0.0869448525657571,2.80967933534396,4,0,2-10,0
V3b,dg-da,card-obl,spec,harmonic,equal,7,-0.0018479875634749,-0.0996954612828542,0.0959994861559044,0.96463993149761,-0.0750451583740879,0.0679764459301028,-0.0018479875634749,-0.0996954612828542,0.0959994861559044,0.96463993149761,0.0091765738845359,-0.083615679096914,0.101968826865986,0.816850957833159,0.0741456026107097,0.0754704815471994,2.79952753838594,4,0,2-10,0
V3b,dg-da,rad-tang,spec,harmonic,equal,7,-0.0996119348576793,-0.167087211137945,-0.0321366585774134,0.0111998839758753,-0.152302802308957,-0.0542005720401496,-0.0996119348576793,-0.167087211137945,-0.0321366585774134,0.0111998839758753,-0.101989686531005,-0.154021002640511,-0.0499583704214992,0.00301200798810649,0,0.109449608343242,62.7561514407808,7,0,2-10,0
V3b,dg-da,polc-polo,spec,harmonic,equal,7,-0.0123233132055804,-0.0766191034029177,0.0519724769917568,0.65563322063273,-0.0610237934859176,0.0313023075230682,-0.0123233132055804,-0.0766191034029177,0.0519724769917568,0.65563322063273,-0.0229667128697672,-0.0694410483267407,0.0235076225872064,0.272061616989673,0.018406578426137,0.0670395816741629,12.5733373876923,3,0,2-10,0
hV4,dg-da,horiz-vert,spec,harmonic,equal,7,-0.0953730349808538,-0.347185963492324,0.156439893530617,0.38980926310095,-0.255684204408079,0.105358298569715,-0.0953730349808538,-0.347185963492324,0.156439893530617,0.38980926310095,-0.132688499001922,-0.35929008658464,0.093913088580796,0.201889917469935,0.184970960601525,0.199799260774798,3.13391327939452,5,0,4-8,0
